,Title,Artist,Streams,Date
62604,Beautiful People (feat. Khalid),Ed Sheeran,3119806,2019-08-11
62605,I Don't Care (with Justin Bieber),Ed Sheeran,3080913,2019-08-11
62606,boyfriend (with Social House),Ariana Grande,2920694,2019-08-11
62607,Old Town Road - Remix,Lil Nas X,2775266,2019-08-11
62608,bad guy,Billie Eilish,2654200,2019-08-11
62609,Callaita,Bad Bunny,2642334,2019-08-11
62610,How Do You Sleep?,Sam Smith,2587019,2019-08-11
62611,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,2528889,2019-08-11
62612,Someone You Loved,Lewis Capaldi,2385207,2019-08-11
62613,Otro Trago - Remix,Sech,2146992,2019-08-11
62614,No Guidance (feat. Drake),Chris Brown,2085564,2019-08-11
62615,LA CANCIÓN,J Balvin,2055281,2019-08-11
62616,Money In The Grave (Drake ft. Rick Ross),Drake,2054899,2019-08-11
62617,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1993442,2019-08-11
62618,Lalala,Y2K,1944843,2019-08-11
62619,Soltera - Remix,Lunay,1899672,2019-08-11
62620,Truth Hurts,Lizzo,1874379,2019-08-11
62621,No Me Conoce - Remix,Jhay Cortez,1865235,2019-08-11
62622,Piece Of Your Heart,MEDUZA,1851953,2019-08-11
62623,Panini,Lil Nas X,1782337,2019-08-11
62624,Dance Monkey,Tones and I,1735604,2019-08-11
62625,bad guy (with Justin Bieber),Billie Eilish,1603114,2019-08-11
62626,It's You,Ali Gatie,1571959,2019-08-11
62627,If I Can't Have You,Shawn Mendes,1550959,2019-08-11
62628,11 PM,Maluma,1467588,2019-08-11
62629,QUE PRETENDES,J Balvin,1457757,2019-08-11
62630,Con Calma,Daddy Yankee,1451320,2019-08-11
62631,7 rings,Ariana Grande,1388542,2019-08-11
62632,Otro Trago,Sech,1380679,2019-08-11
62633,Takeaway,The Chainsmokers,1378522,2019-08-11
62634,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,1372234,2019-08-11
62635,The London (feat. J. Cole & Travis Scott),Young Thug,1313026,2019-08-11
62636,Shallow,Lady Gaga,1303648,2019-08-11
62637,Con Altura,ROSALÍA,1301526,2019-08-11
62638,Higher Love,Kygo,1296509,2019-08-11
62639,Sucker,Jonas Brothers,1278926,2019-08-11
62640,Talk (feat. Disclosure),Khalid,1257330,2019-08-11
62641,Never Really Over,Katy Perry,1250429,2019-08-11
62642,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1248454,2019-08-11
62643,Small Talk,Katy Perry,1209926,2019-08-11
62644,Happier,Marshmello,1205821,2019-08-11
62645,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,1205355,2019-08-11
62646,I.F.L.Y.,Bazzi,1196481,2019-08-11
62647,You Need To Calm Down,Taylor Swift,1189914,2019-08-11
62648,Calma - Remix,Pedro Capó,1134963,2019-08-11
62649,Old Town Road,Lil Nas X,1131461,2019-08-11
62650,Te Robaré,Nicky Jam,1125938,2019-08-11
62651,One Thing Right,Marshmello,1113592,2019-08-11
62652,Wow.,Post Malone,1047770,2019-08-11
62653,lovely (with Khalid),Billie Eilish,1037713,2019-08-11
62654,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1032152,2019-08-11
62655,Verte Ir,DJ Luian,1031426,2019-08-11
62656,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1022140,2019-08-11
62657,Suge,DaBa,1021183,2019-08-11
62658,Rescue Me,OneRepublic,1020017,2019-08-11
62659,SOS (feat. Aloe Blacc),Avicii,1016942,2019-08-11
62660,Bohemian Rhapsody - Remastered 2011,Queen,1016158,2019-08-11
62661,when the party's over,Billie Eilish,1000261,2019-08-11
62662,Tutu,Camilo,996700,2019-08-11
62663,Antisocial (with Travis Scott),Ed Sheeran,973183,2019-08-11
62664,Tal Vez,Paulo Londra,969470,2019-08-11
62665,Without Me,Halsey,952925,2019-08-11
62666,3 Nights,Dominic Fike,934638,2019-08-11
62667,Good As Hell,Lizzo,931922,2019-08-11
62668,Don't Call Me Up,Mabel,924867,2019-08-11
62669,Dancing With A Stranger (with Normani),Sam Smith,920563,2019-08-11
62670,Pop Out (feat. Lil Tjay),Polo G,915806,2019-08-11
62671,Pa Mí - Remix,Dalex,906325,2019-08-11
62672,rockstar (feat. 21 Savage),Post Malone,904051,2019-08-11
62673,Si Se Da - Remix,Myke Towers,902641,2019-08-11
62674,Runaway,Sebastian Yatra,895718,2019-08-11
62675,"thank u, next",Ariana Grande,892618,2019-08-11
62676,Sweet but Psycho,Ava Max,891359,2019-08-11
62677,Time - Edit,NF,874842,2019-08-11
62678,The Git Up,Blanco Brown,873848,2019-08-11
62679,Eastside (with Halsey & Khalid),benny blanco,866311,2019-08-11
62680,Bellacoso,Residente,861532,2019-08-11
62681,Believer,Imagine Dragons,861089,2019-08-11
62682,Cuaderno,Dalex,859905,2019-08-11
62683,Shape of You,Ed Sheeran,859859,2019-08-11
62684,Call You Mine,The Chainsmokers,857907,2019-08-11
62685,Better Now,Post Malone,853020,2019-08-11
62686,Mad Love,Mabel,852549,2019-08-11
62687,bury a friend,Billie Eilish,851626,2019-08-11
62688,Hate Me (with Juice WRLD),Ellie Goulding,849383,2019-08-11
62689,"Go Loko (feat. Tyga, Jon Z)",YG,835501,2019-08-11
62690,HP,Maluma,829701,2019-08-11
62691,High Hopes,Panic! At The Disco,814720,2019-08-11
62692,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,812473,2019-08-11
62693,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,812218,2019-08-11
62694,All Around The World (La La La),R3HAB,808311,2019-08-11
62695,Post Malone (feat. RANI),Sam Feldt,804205,2019-08-11
62696,Boy With Luv (feat. Halsey),BTS,803464,2019-08-11
62697,Let Me Down Slowly,Alec Benjamin,797385,2019-08-11
62698,Girls Like You (feat. Cardi B),Maroon 5,795767,2019-08-11
62699,Love Me,Lil Tecca,789623,2019-08-11
62700,Instagram,Dimitri Vegas & Like Mike,789419,2019-08-11
62701,Baila Conmigo (feat. Kelly Ruiz),Dayvi,787457,2019-08-11
62702,Si Supieras,Daddy Yankee,769420,2019-08-11
62703,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,767898,2019-08-11
62704,EARFQUAKE,"Tyler, The Creator",764092,2019-08-11
62705,Lucid Dreams,Juice WRLD,761618,2019-08-11
62706,SICKO MODE,Travis Scott,760444,2019-08-11
62707,Easier,5 Seconds of Summer,756200,2019-08-11
62708,Better,Khalid,749716,2019-08-11
62709,comethru,Jeremy Zucker,748876,2019-08-11
62710,Don't Stop Me Now - Remastered,Queen,739826,2019-08-11
62711,Rebota - Remix,Guaynaa,738474,2019-08-11
62712,MIDDLE CHILD,J. Cole,733158,2019-08-11
62713,i love you,Billie Eilish,730946,2019-08-11
62714,Youngblood,5 Seconds of Summer,727659,2019-08-11
62715,Paradise,Bazzi,724579,2019-08-11
62716,SAD!,XXXTENTACION,722094,2019-08-11
62717,Perfect,Ed Sheeran,721183,2019-08-11
62718,Que Mas Pues - Remix,Sech,719536,2019-08-11
62719,Be Alright,Dean Lewis,715422,2019-08-11
62720,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,713809,2019-08-11
62721,Here With Me,Marshmello,711034,2019-08-11
62722,i'm so tired...,Lauv,709990,2019-08-11
62723,MIA (feat. Drake),Bad Bunny,706331,2019-08-11
62724,In My Mind,Dynoro,703637,2019-08-11
62725,"break up with your girlfriend, i'm bored",Ariana Grande,698694,2019-08-11
62726,Ritual,Tiësto,698313,2019-08-11
62727,Another One Bites The Dust - Remastered 2011,Queen,696867,2019-08-11
62728,Atrévete,Nicky Jam,696598,2019-08-11
62729,Ba,,694513,2019-08-11
62730,Going Bad (feat. Drake),Meek Mill,683067,2019-08-11
62731,Right Back (feat. A Boogie Wit Da Hoodie),Khalid,679572,2019-08-11
62732,Say You Won't Let Go,James Arthur,676811,2019-08-11
62733,The Archer,Taylor Swift,672392,2019-08-11
62734,All For Us - from the HBO Original Series Euphoria,Labrinth,671166,2019-08-11
62735,Thunder,Imagine Dragons,669168,2019-08-11
62736,La Boca - Remix,Mau y Ricky,668854,2019-08-11
62737,Rodeo,Lil Nas X,659238,2019-08-11
62738,I Like Me Better,Lauv,657411,2019-08-11
62739,Moonlight,XXXTENTACION,655125,2019-08-11
62740,2002,Anne-Marie,654003,2019-08-11
62741,On My Way,Alan Walker,645958,2019-08-11
62742,No Way!,Bazzi,644378,2019-08-11
62743,So Am I,Ava Max,640929,2019-08-11
62744,Secreto,Anuel AA,639779,2019-08-11
62745,Africa,TOTO,639475,2019-08-11
62746,wish you were gay,Billie Eilish,638113,2019-08-11
62747,I Like It,Cardi B,633270,2019-08-11
62748,Havana (feat. Young Thug),Camila Cabello,627890,2019-08-11
62749,Contra La Pared,Sean Paul,621030,2019-08-11
62750,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,618865,2019-08-11
62751,God's Plan,Drake,617453,2019-08-11
62752,Snake Skin,Trippie Redd,617222,2019-08-11
62753,Under Pressure - Remastered,Queen,615557,2019-08-11
62754,Only Human,Jonas Brothers,615265,2019-08-11
62755,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,614248,2019-08-11
62756,Pure Water (with Migos),Mustard,611323,2019-08-11
62757,Adan y Eva,Paulo Londra,611110,2019-08-11
62758,Kill This Love,BLACKPINK,607268,2019-08-11
62759,Jocelyn Flores,XXXTENTACION,606140,2019-08-11
62760,Desconocidos,Mau y Ricky,602941,2019-08-11
62761,Too Good At Good,es,599075,2019-08-11
62762,Something Just Like This,The Chainsmokers,598896,2019-08-11
62763,Sanguine Paradise,Lil Uzi Vert,598687,2019-08-11
62764,Murder On My Mind,YNW Melly,590135,2019-08-11
62765,Drip Too Hard (Lil Ba,& Gunna),589961,2019-08-11
62766,Taste (feat. Offset),Tyga,587568,2019-08-11
62767,Closer,The Chainsmokers,587197,2019-08-11
62768,ocean eyes,Billie Eilish,586959,2019-08-11
62769,Wonderwall - Remastered,Oasis,582828,2019-08-11
62770,Tijolão - Ao Vivo,Jorge & Mateus,582119,2019-08-11
62771,Te Soñé De Nuevo,Ozuna,580497,2019-08-11
62772,Photograph,Ed Sheeran,577024,2019-08-11
62773,Don't Stop Believin',Journey,574799,2019-08-11
62774,Psycho (feat. Ty Dolla $ign),Post Malone,574679,2019-08-11
62775,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,572482,2019-08-11
62776,Baila Baila Baila - Remix,Ozuna,571181,2019-08-11
62777,idontwannabeyouanymore,Billie Eilish,570495,2019-08-11
62778,Every Breath You Take,The Police,569607,2019-08-11
62779,Heaven,Avicii,569041,2019-08-11
62780,Gold Roses (feat. Drake),Rick Ross,567077,2019-08-11
62781,you should see me in a crown,Billie Eilish,564660,2019-08-11
62782,Get You The Moon (feat. Snøw),Kina,564080,2019-08-11
62783,Who Do You Love,The Chainsmokers,563230,2019-08-11
62784,All of Me,John Legend,562660,2019-08-11
62785,Mother's Daughter,Miley Cyrus,559642,2019-08-11
62786,Body (feat. Brando),Loud Luxury,557736,2019-08-11
62787,My Type,Saweetie,557443,2019-08-11
62788,Eiskalt,Loredana,556111,2019-08-11
62789,Si Se Da,Myke Towers,555348,2019-08-11
62790,Congratulations,Post Malone,551809,2019-08-11
62791,The Middle,Zedd,551643,2019-08-11
62792,Lost In Japan,Shawn Mendes,550826,2019-08-11
62793,Mac 10,Trippie Redd,550629,2019-08-11
62794,Lençol Dobrado,João Gustavo e Murilo,548988,2019-08-11
62795,I'm Yours,Jason Mraz,548046,2019-08-11
62796,Baila Baila Baila,Ozuna,544416,2019-08-11
62797,Ella Quiere Beber - Remix,Anuel AA,544353,2019-08-11
62798,Daddy (feat. Rich The Kid),Blueface,541892,2019-08-11
62799,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,540763,2019-08-11
62800,Señorita,Shawn Mendes,6957791,2019-08-12
62801,China,Anuel AA,4416002,2019-08-12
62802,Ransom,Lil Tecca,3799148,2019-08-12
62803,Good,es (Feat. Young Thug),3515475,2019-08-12
62804,Beautiful People (feat. Khalid),Ed Sheeran,3491008,2019-08-12
62805,I Don't Care (with Justin Bieber),Ed Sheeran,3408824,2019-08-12
62806,boyfriend (with Social House),Ariana Grande,3267787,2019-08-12
62807,How Do You Sleep?,Sam Smith,3011326,2019-08-12
62808,Old Town Road - Remix,Lil Nas X,2901226,2019-08-12
62809,bad guy,Billie Eilish,2843406,2019-08-12
62810,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,2770371,2019-08-12
62811,Someone You Loved,Lewis Capaldi,2674936,2019-08-12
62812,Callaita,Bad Bunny,2669298,2019-08-12
62813,No Guidance (feat. Drake),Chris Brown,2310598,2019-08-12
62814,Money In The Grave (Drake ft. Rick Ross),Drake,2234009,2019-08-12
62815,Otro Trago - Remix,Sech,2204118,2019-08-12
62816,LA CANCIÓN,J Balvin,2157483,2019-08-12
62817,Lalala,Y2K,2122015,2019-08-12
62818,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2119529,2019-08-12
62819,Piece Of Your Heart,MEDUZA,2046037,2019-08-12
62820,Dance Monkey,Tones and I,2013314,2019-08-12
62821,Truth Hurts,Lizzo,2006122,2019-08-12
62822,No Me Conoce - Remix,Jhay Cortez,1958087,2019-08-12
62823,Panini,Lil Nas X,1936170,2019-08-12
62824,Soltera - Remix,Lunay,1922198,2019-08-12
62825,bad guy (with Justin Bieber),Billie Eilish,1764613,2019-08-12
62826,If I Can't Have You,Shawn Mendes,1759174,2019-08-12
62827,It's You,Ali Gatie,1753359,2019-08-12
62828,Takeaway,The Chainsmokers,1595982,2019-08-12
62829,QUE PRETENDES,J Balvin,1552757,2019-08-12
62830,11 PM,Maluma,1534288,2019-08-12
62831,7 rings,Ariana Grande,1515989,2019-08-12
62832,Con Calma,Daddy Yankee,1496100,2019-08-12
62833,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,1472609,2019-08-12
62834,Higher Love,Kygo,1456905,2019-08-12
62835,The London (feat. J. Cole & Travis Scott),Young Thug,1455212,2019-08-12
62836,Sucker,Jonas Brothers,1455184,2019-08-12
62837,Never Really Over,Katy Perry,1431067,2019-08-12
62838,Shallow,Lady Gaga,1421409,2019-08-12
62839,Small Talk,Katy Perry,1409952,2019-08-12
62840,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,1403508,2019-08-12
62841,Otro Trago,Sech,1399559,2019-08-12
62842,Talk (feat. Disclosure),Khalid,1389374,2019-08-12
62843,I.F.L.Y.,Bazzi,1384211,2019-08-12
62844,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1377773,2019-08-12
62845,You Need To Calm Down,Taylor Swift,1374739,2019-08-12
62846,Con Altura,ROSALÍA,1314523,2019-08-12
62847,Happier,Marshmello,1300197,2019-08-12
62848,One Thing Right,Marshmello,1239619,2019-08-12
62849,Tutu,Camilo,1224343,2019-08-12
62850,Calma - Remix,Pedro Capó,1174380,2019-08-12
62851,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1172429,2019-08-12
62852,Rescue Me,OneRepublic,1158306,2019-08-12
62853,Te Robaré,Nicky Jam,1154051,2019-08-12
62854,Old Town Road,Lil Nas X,1143792,2019-08-12
62855,Wow.,Post Malone,1140256,2019-08-12
62856,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1134038,2019-08-12
62857,lovely (with Khalid),Billie Eilish,1128258,2019-08-12
62858,SOS (feat. Aloe Blacc),Avicii,1118694,2019-08-12
62859,Suge,DaBa,1106037,2019-08-12
62860,Verte Ir,DJ Luian,1087459,2019-08-12
62861,when the party's over,Billie Eilish,1086009,2019-08-12
62862,Antisocial (with Travis Scott),Ed Sheeran,1072632,2019-08-12
62863,Dancing With A Stranger (with Normani),Sam Smith,1066035,2019-08-12
62864,3 Nights,Dominic Fike,1052854,2019-08-12
62865,Without Me,Halsey,1038230,2019-08-12
62866,Don't Call Me Up,Mabel,1035130,2019-08-12
62867,Good As Hell,Lizzo,1031105,2019-08-12
62868,Bohemian Rhapsody - Remastered 2011,Queen,1012061,2019-08-12
62869,Si Se Da - Remix,Myke Towers,992065,2019-08-12
62870,Tal Vez,Paulo Londra,991724,2019-08-12
62871,Time - Edit,NF,991442,2019-08-12
62872,Sweet but Psycho,Ava Max,991370,2019-08-12
62873,"thank u, next",Ariana Grande,986508,2019-08-12
62874,Call You Mine,The Chainsmokers,978355,2019-08-12
62875,Hate Me (with Juice WRLD),Ellie Goulding,976118,2019-08-12
62876,Pop Out (feat. Lil Tjay),Polo G,975964,2019-08-12
62877,Mad Love,Mabel,973211,2019-08-12
62878,rockstar (feat. 21 Savage),Post Malone,970477,2019-08-12
62879,Runaway,Sebastian Yatra,959675,2019-08-12
62880,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,959178,2019-08-12
62881,Eastside (with Halsey & Khalid),benny blanco,948387,2019-08-12
62882,Pa Mí - Remix,Dalex,937778,2019-08-12
62883,Shape of You,Ed Sheeran,934520,2019-08-12
62884,Believer,Imagine Dragons,930551,2019-08-12
62885,Better Now,Post Malone,923759,2019-08-12
62886,bury a friend,Billie Eilish,923476,2019-08-12
62887,All Around The World (La La La),R3HAB,917528,2019-08-12
62888,Bellacoso,Residente,910805,2019-08-12
62889,High Hopes,Panic! At The Disco,909411,2019-08-12
62890,Cuaderno,Dalex,902872,2019-08-12
62891,Post Malone (feat. RANI),Sam Feldt,902773,2019-08-12
62892,Love Me,Lil Tecca,897794,2019-08-12
62893,Instagram,Dimitri Vegas & Like Mike,893809,2019-08-12
62894,Boy With Luv (feat. Halsey),BTS,887945,2019-08-12
62895,"Go Loko (feat. Tyga, Jon Z)",YG,887637,2019-08-12
62896,Girls Like You (feat. Cardi B),Maroon 5,873009,2019-08-12
62897,The Git Up,Blanco Brown,871526,2019-08-12
62898,Let Me Down Slowly,Alec Benjamin,870734,2019-08-12
62899,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,869512,2019-08-12
62900,Easier,5 Seconds of Summer,866152,2019-08-12
62901,HP,Maluma,850924,2019-08-12
62902,Si Supieras,Daddy Yankee,840775,2019-08-12
62903,comethru,Jeremy Zucker,837444,2019-08-12
62904,Ritual,Tiësto,837090,2019-08-12
62905,EARFQUAKE,"Tyler, The Creator",827605,2019-08-12
62906,Better,Khalid,825875,2019-08-12
62907,i love you,Billie Eilish,819886,2019-08-12
62908,i'm so tired...,Lauv,815044,2019-08-12
62909,SICKO MODE,Travis Scott,814708,2019-08-12
62910,Baila Conmigo (feat. Kelly Ruiz),Dayvi,810078,2019-08-12
62911,Youngblood,5 Seconds of Summer,809744,2019-08-12
62912,MIDDLE CHILD,J. Cole,807693,2019-08-12
62913,Paradise,Bazzi,802407,2019-08-12
62914,Lucid Dreams,Juice WRLD,800349,2019-08-12
62915,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,799351,2019-08-12
62916,Here With Me,Marshmello,795455,2019-08-12
62917,Right Back (feat. A Boogie Wit Da Hoodie),Khalid,789732,2019-08-12
62918,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,787481,2019-08-12
62919,Perfect,Ed Sheeran,785161,2019-08-12
62920,All For Us - from the HBO Original Series Euphoria,Labrinth,784115,2019-08-12
62921,Be Alright,Dean Lewis,780506,2019-08-12
62922,The Archer,Taylor Swift,776900,2019-08-12
62923,Atrévete,Nicky Jam,774707,2019-08-12
62924,No Way!,Bazzi,772692,2019-08-12
62925,In My Mind,Dynoro,769946,2019-08-12
62926,Ba,,761801,2019-08-12
62927,"break up with your girlfriend, i'm bored",Ariana Grande,761374,2019-08-12
62928,Rebota - Remix,Guaynaa,759492,2019-08-12
62929,Say You Won't Let Go,James Arthur,757775,2019-08-12
62930,2002,Anne-Marie,756647,2019-08-12
62931,Going Bad (feat. Drake),Meek Mill,753648,2019-08-12
62932,SAD!,XXXTENTACION,751983,2019-08-12
62933,I Like Me Better,Lauv,747501,2019-08-12
62934,Don't Stop Me Now - Remastered,Queen,745295,2019-08-12
62935,Only Human,Jonas Brothers,741398,2019-08-12
62936,Que Mas Pues - Remix,Sech,738808,2019-08-12
62937,MIA (feat. Drake),Bad Bunny,737157,2019-08-12
62938,So Am I,Ava Max,733706,2019-08-12
62939,Thunder,Imagine Dragons,725748,2019-08-12
62940,La Boca - Remix,Mau y Ricky,718237,2019-08-12
62941,Rodeo,Lil Nas X,717586,2019-08-12
62942,Another One Bites The Dust - Remastered 2011,Queen,702500,2019-08-12
62943,On My Way,Alan Walker,699617,2019-08-12
62944,Too Good At Good,es,692299,2019-08-12
62945,wish you were gay,Billie Eilish,691905,2019-08-12
62946,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,689663,2019-08-12
62947,Moonlight,XXXTENTACION,679911,2019-08-12
62948,Havana (feat. Young Thug),Camila Cabello,675745,2019-08-12
62949,I Like It,Cardi B,668298,2019-08-12
62950,Sanguine Paradise,Lil Uzi Vert,662258,2019-08-12
62951,Something Just Like This,The Chainsmokers,661729,2019-08-12
62952,Mother's Daughter,Miley Cyrus,661604,2019-08-12
62953,God's Plan,Drake,660954,2019-08-12
62954,Photograph,Ed Sheeran,660230,2019-08-12
62955,Kill This Love,BLACKPINK,659643,2019-08-12
62956,Pure Water (with Migos),Mustard,658296,2019-08-12
62957,Contra La Pared,Sean Paul,654019,2019-08-12
62958,Who Do You Love,The Chainsmokers,651835,2019-08-12
62959,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,650421,2019-08-12
62960,Heaven,Avicii,648263,2019-08-12
62961,Secreto,Anuel AA,647305,2019-08-12
62962,Lost In Japan,Shawn Mendes,644754,2019-08-12
62963,Desconocidos,Mau y Ricky,643848,2019-08-12
62964,Closer,The Chainsmokers,640025,2019-08-12
62965,Jocelyn Flores,XXXTENTACION,636337,2019-08-12
62966,Body (feat. Brando),Loud Luxury,635880,2019-08-12
62967,ocean eyes,Billie Eilish,635755,2019-08-12
62968,Wonderwall - Remastered,Oasis,635447,2019-08-12
62969,Africa,TOTO,634915,2019-08-12
62970,The Middle,Zedd,629231,2019-08-12
62971,All of Me,John Legend,629221,2019-08-12
62972,Bruises,Lewis Capaldi,628792,2019-08-12
62973,Adan y Eva,Paulo Londra,628516,2019-08-12
62974,Drip Too Hard (Lil Ba,& Gunna),627060,2019-08-12
62975,Eiskalt,Loredana,623990,2019-08-12
62976,Taste (feat. Offset),Tyga,622822,2019-08-12
62977,idontwannabeyouanymore,Billie Eilish,621887,2019-08-12
62978,Psycho (feat. Ty Dolla $ign),Post Malone,619771,2019-08-12
62979,Te Soñé De Nuevo,Ozuna,619341,2019-08-12
62980,Murder On My Mind,YNW Melly,619120,2019-08-12
62981,Goteo,Duki,618571,2019-08-12
62982,Under Pressure - Remastered,Queen,617180,2019-08-12
62983,CANGURO,WOS,616648,2019-08-12
62984,you should see me in a crown,Billie Eilish,615922,2019-08-12
62985,Get You The Moon (feat. Snøw),Kina,613804,2019-08-12
62986,I'm Yours,Jason Mraz,613772,2019-08-12
62987,Take Me Back to London (feat. Stormzy),Ed Sheeran,610725,2019-08-12
62988,My Type,Saweetie,603885,2019-08-12
62989,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,601106,2019-08-12
62990,Promises (with Sam Smith),Calvin Harris,599800,2019-08-12
62991,Congratulations,Post Malone,596745,2019-08-12
62992,Every Breath You Take,The Police,595208,2019-08-12
62993,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,589705,2019-08-12
62994,Baila Baila Baila - Remix,Ozuna,588835,2019-08-12
62995,Daddy (feat. Rich The Kid),Blueface,586411,2019-08-12
62996,Always Remember Us This Way,Lady Gaga,586295,2019-08-12
62997,Find U Again (feat. Camila Cabello),Mark Ronson,586224,2019-08-12
62998,Gold Roses (feat. Drake),Rick Ross,584685,2019-08-12
62999,Snake Skin,Trippie Redd,584439,2019-08-12
63000,Señorita,Shawn Mendes,6978889,2019-08-13
63001,China,Anuel AA,4461167,2019-08-13
63002,Ransom,Lil Tecca,3782345,2019-08-13
63003,Good,es (Feat. Young Thug),3557126,2019-08-13
63004,Beautiful People (feat. Khalid),Ed Sheeran,3482740,2019-08-13
63005,I Don't Care (with Justin Bieber),Ed Sheeran,3440285,2019-08-13
63006,boyfriend (with Social House),Ariana Grande,3240749,2019-08-13
63007,How Do You Sleep?,Sam Smith,3036674,2019-08-13
63008,Old Town Road - Remix,Lil Nas X,2895021,2019-08-13
63009,bad guy,Billie Eilish,2856604,2019-08-13
63010,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,2832140,2019-08-13
63011,Someone You Loved,Lewis Capaldi,2762124,2019-08-13
63012,Callaita,Bad Bunny,2724075,2019-08-13
63013,No Guidance (feat. Drake),Chris Brown,2326142,2019-08-13
63014,Money In The Grave (Drake ft. Rick Ross),Drake,2251734,2019-08-13
63015,Otro Trago - Remix,Sech,2220105,2019-08-13
63016,LA CANCIÓN,J Balvin,2197281,2019-08-13
63017,Lalala,Y2K,2170085,2019-08-13
63018,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2146835,2019-08-13
63019,Dance Monkey,Tones and I,2052803,2019-08-13
63020,Truth Hurts,Lizzo,2051158,2019-08-13
63021,Piece Of Your Heart,MEDUZA,2046510,2019-08-13
63022,No Me Conoce - Remix,Jhay Cortez,2012349,2019-08-13
63023,Soltera - Remix,Lunay,1967872,2019-08-13
63024,Panini,Lil Nas X,1918186,2019-08-13
63025,If I Can't Have You,Shawn Mendes,1778460,2019-08-13
63026,It's You,Ali Gatie,1768902,2019-08-13
63027,bad guy (with Justin Bieber),Billie Eilish,1766116,2019-08-13
63028,Takeaway,The Chainsmokers,1610872,2019-08-13
63029,QUE PRETENDES,J Balvin,1607012,2019-08-13
63030,11 PM,Maluma,1571770,2019-08-13
63031,7 rings,Ariana Grande,1556908,2019-08-13
63032,Con Calma,Daddy Yankee,1525402,2019-08-13
63033,The London (feat. J. Cole & Travis Scott),Young Thug,1509925,2019-08-13
63034,Higher Love,Kygo,1473346,2019-08-13
63035,Sucker,Jonas Brothers,1465645,2019-08-13
63036,Shallow,Lady Gaga,1452892,2019-08-13
63037,Never Really Over,Katy Perry,1438191,2019-08-13
63038,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,1434958,2019-08-13
63039,Otro Trago,Sech,1417401,2019-08-13
63040,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,1414164,2019-08-13
63041,Talk (feat. Disclosure),Khalid,1393835,2019-08-13
63042,You Need To Calm Down,Taylor Swift,1389339,2019-08-13
63043,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1380189,2019-08-13
63044,I.F.L.Y.,Bazzi,1361115,2019-08-13
63045,Con Altura,ROSALÍA,1351528,2019-08-13
63046,Small Talk,Katy Perry,1335312,2019-08-13
63047,Tutu,Camilo,1311825,2019-08-13
63048,Happier,Marshmello,1311220,2019-08-13
63049,One Thing Right,Marshmello,1259849,2019-08-13
63050,Calma - Remix,Pedro Capó,1179097,2019-08-13
63051,Rescue Me,OneRepublic,1167658,2019-08-13
63052,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1164858,2019-08-13
63053,Te Robaré,Nicky Jam,1157263,2019-08-13
63054,Wow.,Post Malone,1153155,2019-08-13
63055,Suge,DaBa,1148559,2019-08-13
63056,Old Town Road,Lil Nas X,1145080,2019-08-13
63057,lovely (with Khalid),Billie Eilish,1136299,2019-08-13
